Name,Source,Type,Rarity,Power,Attune-Requirement,Attune,Cursed,Ibs,Use,Proficiency-Tools,Quality-1,Quality-2,Quality-3,No-of-Mat,Mat-Base-Price,Mat-Total-Cost,Labor-Cost,Enchant-Cost,Resale-Normal,Total-Cost,Description
Hide Armor of Poison Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,12.00,Permanent,Leatherworkers-Tools,Poisonous,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Poison damage while you wear this armor.
Hide Armor of Pyschic Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,12.00,Permanent,Leatherworkers-Tools,Pyschic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Psychic damage while you wear this armor.
Hide Armor of Radiant Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,12.00,Permanent,Leatherworkers-Tools,Radiant,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Radiant damage while you wear this armor.
Hide Armor of Thunder Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,12.00,Permanent,Leatherworkers-Tools,Thundering,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Thunder damage while you wear this armor.
Leather Armor of Acid Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,10.00,Permanent,Leatherworkers-Tools,Acidic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Acid damage while you wear this armor.
Leather Armor of Cold Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,10.00,Permanent,Leatherworkers-Tools,Cold,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Cold damage while you wear this armor.
Leather Armor of Fire Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,10.00,Permanent,Leatherworkers-Tools,Fiery,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Fire damage while you wear this armor.
Leather Armor of Force Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,10.00,Permanent,Leatherworkers-Tools,Forceful,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Force damage while you wear this armor.
Leather Armor of Lightning Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,10.00,Permanent,Leatherworkers-Tools,Lightning,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Lightning damage while you wear this armor.
Leather Armor of Necrotic Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,10.00,Permanent,Leatherworkers-Tools,Necrotic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Necrotic damage while you wear this armor.
Leather Armor of Poison Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,10.00,Permanent,Leatherworkers-Tools,Poisonous,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Poison damage while you wear this armor.
Leather Armor of Pyschic Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,10.00,Permanent,Leatherworkers-Tools,Pyschic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Psychic damage while you wear this armor.
Leather Armor of Radiant Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,10.00,Permanent,Leatherworkers-Tools,Radiant,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Radiant damage while you wear this armor.
Leather Armor of Thunder Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,10.00,Permanent,Leatherworkers-Tools,Thundering,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Thunder damage while you wear this armor.
Padded Armor of Acid Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,8.00,Permanent,Weavers-Tools,Acidic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Acid damage while you wear this armor.
Padded Armor of Cold Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,8.00,Permanent,Weavers-Tools,Cold,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Cold damage while you wear this armor.
Padded Armor of Fire Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,8.00,Permanent,Weavers-Tools,Fiery,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Fire damage while you wear this armor.
Padded Armor of Force Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,8.00,Permanent,Weavers-Tools,Forceful,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Force damage while you wear this armor.
Padded Armor of Lightning Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,8.00,Permanent,Weavers-Tools,Lightning,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Lightning damage while you wear this armor.
Padded Armor of Necrotic Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,8.00,Permanent,Weavers-Tools,Necrotic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Necrotic damage while you wear this armor.
Padded Armor of Poison Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,8.00,Permanent,Weavers-Tools,Poisonous,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Poison damage while you wear this armor.
Padded Armor of Pyschic Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,8.00,Permanent,Weavers-Tools,Pyschic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Psychic damage while you wear this armor.
Padded Armor of Radiant Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,8.00,Permanent,Weavers-Tools,Radiant,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Radiant damage while you wear this armor.
Padded Armor of Thunder Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,8.00,Permanent,Weavers-Tools,Thundering,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Thunder damage while you wear this armor.
Plate Armor of Acid Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,65.00,Permanent,Smiths-Tools,Acidic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Acid damage while you wear this armor.
Plate Armor of Cold Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,65.00,Permanent,Smiths-Tools,Cold,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Cold damage while you wear this armor.
Plate Armor of Fire Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,65.00,Permanent,Smiths-Tools,Fiery,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Fire damage while you wear this armor.
Plate Armor of Force Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,65.00,Permanent,Smiths-Tools,Forceful,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Force damage while you wear this armor.
Plate Armor of Lightning Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,65.00,Permanent,Smiths-Tools,Lightning,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Lightning damage while you wear this armor.
Plate Armor of Necrotic Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,65.00,Permanent,Smiths-Tools,Necrotic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Necrotic damage while you wear this armor.
Plate Armor of Poison Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,65.00,Permanent,Smiths-Tools,Poisonous,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Poison damage while you wear this armor.
Plate Armor of Pyschic Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,65.00,Permanent,Smiths-Tools,Pyschic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Psychic damage while you wear this armor.
Plate Armor of Radiant Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,65.00,Permanent,Smiths-Tools,Radiant,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Radiant damage while you wear this armor.
Plate Armor of Thunder Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,65.00,Permanent,Smiths-Tools,Thundering,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Thunder damage while you wear this armor.
Plate Armor of Vulnerability to Bludgeoning,DMG 152,Armor,Rare,Major,none,TRUE,TRUE,65.00,Permanent,Smiths-Tools,Chaotic,Inert,,8,200,"1,600",350,50,"1,000","2,000","While wearing this armor, you have resistance to bludgeoning damage. 
Curse. This armor is cursed, a fact that is revealed only when an identify spell is cast on the armor or you attune to it. Attuning to the armor curses you until you are targeted by the remove curse spell or similar magic: removing the armor fails to end the curse. While cursed you have vulnerability to piercing and slashing damage."
Plate Armor of Vulnerability to Piercing,DMG 152,Armor,Rare,Major,none,TRUE,TRUE,65.00,Permanent,Smiths-Tools,Chaotic,Inert,,8,200,"1,600",350,50,"1,000","2,000","While wearing this armor, you have resistance to piercing damage. 
Curse. This armor is cursed, a fact that is revealed only when an identify spell is cast on the armor or you attune to it. Attuning to the armor curses you until you are targeted by the remove curse spell or similar magic: removing the armor fails to end the curse. While cursed you have vulnerability to bludgeoning and slashing damage."
Plate Armor of Vulnerability to Slashing,DMG 152,Armor,Rare,Major,none,TRUE,TRUE,65.00,Permanent,Smiths-Tools,Chaotic,Inert,,8,200,"1,600",350,50,"1,000","2,000","While wearing this armor, you have resistance to slashing damage. 
Curse. This armor is cursed, a fact that is revealed only when an identify spell is cast on the armor or you attune to it. Attuning to the armor curses you until you are targeted by the remove curse spell or similar magic: removing the armor fails to end the curse. While cursed you have vulnerability to piercing and bludgeoning damage."
Ring Mail Armor of Acid Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,40.00,Permanent,Smiths-Tools,Acidic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Acid damage while you wear this armor.
Ring Mail Armor of Cold Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,40.00,Permanent,Smiths-Tools,Cold,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Cold damage while you wear this armor.
Ring Mail Armor of Fire Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,40.00,Permanent,Smiths-Tools,Fiery,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Fire damage while you wear this armor.
Ring Mail Armor of Force Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,40.00,Permanent,Smiths-Tools,Forceful,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Force damage while you wear this armor.
Ring Mail Armor of Lightning Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,40.00,Permanent,Smiths-Tools,Lightning,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Lightning damage while you wear this armor.
Ring Mail Armor of Necrotic Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,40.00,Permanent,Smiths-Tools,Necrotic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Necrotic damage while you wear this armor.
Ring Mail Armor of Poison Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,40.00,Permanent,Smiths-Tools,Poisonous,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Poison damage while you wear this armor.
Ring Mail Armor of Pyschic Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,40.00,Permanent,Smiths-Tools,Pyschic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Psychic damage while you wear this armor.
Ring Mail Armor of Radiant Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,40.00,Permanent,Smiths-Tools,Radiant,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Radiant damage while you wear this armor.
Ring Mail Armor of Thunder Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,40.00,Permanent,Smiths-Tools,Thundering,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Thunder damage while you wear this armor.
Scale Mail Armor of Acid Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Acidic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Acid damage while you wear this armor.
Scale Mail Armor of Cold Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Cold,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Cold damage while you wear this armor.
Scale Mail Armor of Fire Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Fiery,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Fire damage while you wear this armor.
Scale Mail Armor of Force Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Forceful,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Force damage while you wear this armor.
Scale Mail Armor of Lightning Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Lightning,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Lightning damage while you wear this armor.
Scale Mail Armor of Necrotic Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Necrotic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Necrotic damage while you wear this armor.
Scale Mail Armor of Poison Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Poisonous,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Poison damage while you wear this armor.
Scale Mail Armor of Pyschic Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Pyschic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Psychic damage while you wear this armor.
Scale Mail Armor of Radiant Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Radiant,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Radiant damage while you wear this armor.
Scale Mail Armor of Thunder Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Thundering,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Thunder damage while you wear this armor.
Shield of Missile Attraction,DMG 200,Armor,Rare,Major,none,TRUE,TRUE,6.00,Permanent,Smiths-Tools,Chaotic,,,8,200,"1,600",350,50,"1,000","2,000","While holding this shield, you have resistance to damage from ranged weapon attacks.

Curse. This shield is cursed. Attuning to it curses you until you are targeted by the remove curse spell or similar magic. Removing the shield fails to end the curse on you. Whenever a ranged weapon attack is made against a target within 10 feet of you, the curse causes you to become the target instead.

A shield is made from wood or metal and is carried in one hand. Wielding a shield increases your Armor Class by 2. You can benefit from only one shield at a time."
Splint Armor of Acid Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Acidic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Acid damage while you wear this armor.
Splint Armor of Cold Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Cold,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Cold damage while you wear this armor.
Splint Armor of Fire Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Fiery,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Fire damage while you wear this armor.
Splint Armor of Force Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Forceful,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Force damage while you wear this armor.
Splint Armor of Lightning Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Lightning,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Lightning damage while you wear this armor.
Splint Armor of Necrotic Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Necrotic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Necrotic damage while you wear this armor.
Splint Armor of Poison Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Poisonous,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Poison damage while you wear this armor.
Splint Armor of Pyschic Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Pyschic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Psychic damage while you wear this armor.
Splint Armor of Radiant Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Radiant,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Radiant damage while you wear this armor.
Splint Armor of Thunder Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,45.00,Permanent,Smiths-Tools,Thundering,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Thunder damage while you wear this armor.
Studded Leather Armor of Acid Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,13.00,Permanent,Leatherworkers-Tools,Acidic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Acid damage while you wear this armor.
Studded Leather Armor of Cold Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,13.00,Permanent,Leatherworkers-Tools,Cold,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Cold damage while you wear this armor.
Studded Leather Armor of Fire Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,13.00,Permanent,Leatherworkers-Tools,Fiery,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Fire damage while you wear this armor.
Studded Leather Armor of Force Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,13.00,Permanent,Leatherworkers-Tools,Forceful,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Force damage while you wear this armor.
Studded Leather Armor of Lightning Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,13.00,Permanent,Leatherworkers-Tools,Lightning,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Lightning damage while you wear this armor.
Studded Leather Armor of Necrotic Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,13.00,Permanent,Leatherworkers-Tools,Necrotic,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Necrotic damage while you wear this armor.
Studded Leather Armor of Poison Resistance,DMG 152,Armor,Rare,Major,none,TRUE,FALSE,13.00,Permanent,Leatherworkers-Tools,Poisonous,,,8,200,"1,600",350,50,"1,000","2,000",You have resistance to Poison damage while you wear this armor.
